CustomerId,Apellido,CreditScore,Pais,Género,Edad,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Fecha,año,mes,dia,díanombre,days_difference
15602280.0,Martin,829,Alemania,Mujer,27.0,9,112045.67,1.0,1,1,119708.21,1,1,3,DIAMOND,779,2024-08-02,2024,8,2,Viernes,214
15771573.0,Okagbue,637,Alemania,Mujer,39.0,9,137843.8,1.0,1,1,117622.8,1,1,1,SILVER,730,2024-08-02,2024,8,2,Viernes,214
15766205.0,Yin,550,Alemania,Hombre,38.0,2,103391.38,1.0,0,1,90878.13,0,0,3,DIAMOND,960,2024-08-02,2024,8,2,Viernes,214
15771873.0,Buccho,776,Alemania,Mujer,37.0,2,103769.22,2.0,1,0,194099.12,0,0,1,SILVER,268,2024-08-02,2024,8,2,Viernes,214
15616550.0,Chidiebele,698,Alemania,Hombre,44.0,10,116363.37,2.0,1,0,198059.16,invalid_value,0,4,SILVER,829,2024-08-02,2024,8,2,Viernes,214
15768193.0,Trevisani,585,Alemania,Hombre,36.0,5,146050.97,2.0,0,0,86424.57,0,0,invalid_value,SILVER,665,2024-08-02,2024,8,2,Viernes,214
15683553.0,O'Brien,788,Francia,Mujer,33.0,5,0.0,2.0,0,0,116978.19,0,0,3,GOLD,982,2024-08-02,2024,8,2,Viernes,214
15702298.0,Parkhill,655,Alemania,Hombre,41.0,8,125561.97,1.0,0,0,164040.94,1,1,,SILVER,343,2024-08-02,2024,8,2,Viernes,214
15569590.0,Yoo,601,Alemania,Hombre,42.0,1,98495.72,1.0,1,0,40014.76,1,,2,DIAMOND,invalid_value,2024-08-02,2024,8,2,Viernes,214
15760861.0,Phillipps,619,Francia,Hombre,43.0,1,125211.92,1.0,1,1,113410.49,0,0,5,SILVER,657,2024-08-02,2024,8,2,Viernes,214
,Tsao,656,Francia,Hombre,45.0,5,127864.4,1.0,1,0,87107.57,0,,2,PLATINUM,221,2024-08-02,2024,8,2,Viernes,214
15647091.0,Endrizzi,725,Alemania,Hombre,19.0,0,75888.2,1.0,0,0,45613.75,0,0,2,PLATINUM,406,2024-08-02,2024,8,2,Viernes,214
15623944.0,T'ien,511,España,Mujer,66.0,4,0.0,1.0,1,0,1643.11,1,1,5,SILVER,549,2024-08-02,2024,8,2,Viernes,214
15804771.0,Velazquez,614,Francia,Hombre,51.0,4,40685.92,1.0,1,1,46775.28,0,0,4,PLATINUM,954,2024-08-02,2024,8,2,Viernes,214
15651280.0,Hunter,742,Alemania,Hombre,35.0,5,136857.0,1.0,0,0,84509.57,0,0,4,GOLD,823,2024-08-02,2024,8,2,Viernes,214
15773469.0,Clark,687,Alemania,Mujer,27.0,9,152328.88,2.0,0,0,126494.82,0,0,5,DIAMOND,769,2024-08-02,2024,8,2,Viernes,214
15702014.0,Jeffrey,555,España,Hombre,33.0,1,56084.69,2.0,0,0,178798.13,0,0,invalid_value,PLATINUM,481,2024-08-03,2024,8,3,Sábado,215
15751208.0,Pirozzi,684,España,Hombre,56.0,8,78707.16,1.0,1,1,99398.36,0,0,4,SILVER,903,2024-08-03,2024,8,3,Sábado,215
15592461.0,Jackson,603,Alemania,Hombre,26.0,4,109166.37,1.0,1,1,92840.67,0,0,3,PLATINUM,882,2024-08-03,2024,8,3,Sábado,215
15789484.0,Hammond,751,Alemania,Mujer,36.0,6,169831.46,2.0,1,1,27758.36,0,1,,GOLD,379,2024-08-03,2024,8,3,Sábado,215
15696061.0,Brownless,581,Alemania,Mujer,34.0,1,101633.04,1.0,1,0,110431.51,0,1,invalid_value,PLATINUM,469,2024-08-03,2024,8,3,Sábado,215
15641582.0,Chibugo,735,Alemania,Hombre,43.0,10,123180.01,2.0,1,1,196673.28,0,1,3,PLATINUM,683,2024-08-03,2024,8,3,Sábado,215
15638424.0,Glauert,661,Alemania,Mujer,35.0,5,150725.53,2.0,0,,113656.85,0,1,1,GOLD,770,2024-08-03,2024,8,3,Sábado,215
15755648.0,Pisano,675,Francia,Mujer,21.0,8,98373.26,1.0,1,0,18203.0,0,0,5,SILVER,985,2024-08-03,2024,8,3,Sábado,215
15703793.0,Konovalova,738,Alemania,Hombre,58.0,2,133745.44,4.0,1,0,28373.86,1,1,4,GOLD,725,2024-08-03,2024,8,3,Sábado,215
15620344.0,McKee,813,Francia,Hombre,29.0,6,0.0,1.0,1,0,33953.87,0,0,,PLATINUM,259,2024-08-03,2024,8,3,Sábado,215
15812518.0,Palermo,657,España,Mujer,37.0,0,163607.18,1.0,0,1,44203.55,0,0,2,GOLD,979,2024-08-03,2024,8,3,Sábado,215
15779052.0,Ballard,604,Alemania,Mujer,25.0,5,157780.84,2.0,1,1,58426.81,0,0,2,SILVER,988,2024-08-03,2024,8,3,Sábado,215
15770811.0,Wallace,519,Francia,Hombre,36.0,9,0.0,2.0,0,1,145562.4,0,0,2,PLATINUM,833,2024-08-03,2024,8,3,Sábado,215
15780961.0,Cavenagh,735,Francia,Mujer,21.0,1,178718.19,2.0,1,0,22388.0,0,0,1,PLATINUM,527,2024-08-03,2024,8,3,Sábado,215
15614049.0,Hu,664,Francia,Hombre,55.0,8,0.0,2.0,1,1,139161.64,0,0,,SILVER,220,2024-08-03,2024,8,3,Sábado,215
15662085.0,Read,678,Francia,Mujer,32.0,9,0.0,1.0,1,1,148210.64,0,0,4,GOLD,983,2024-08-03,2024,8,3,Sábado,215
15575185.0,Bushell,757,España,Hombre,33.0,5,77253.22,1.0,0,1,194239.63,0,0,3,,582,2024-08-03,2024,8,3,Sábado,215
15803136.0,Postle,416,invalid_value,Mujer,41.0,10,122189.66,2.0,1,0,98301.61,0,0,3,SILVER,281,2024-08-03,2024,8,3,Sábado,215
15706021.0,Buley,665,Francia,Mujer,34.0,1,96645.54,2.0,0,0,171413.66,0,0,3,DIAMOND,798,2024-08-03,2024,8,3,Sábado,215
15663706.0,Leonard,777,Francia,Mujer,invalid_value,2,0.0,1.0,1,0,136458.19,1,1,5,SILVER,917,2024-08-03,2024,8,3,Sábado,215
15641732.0,Mills,543,Francia,Mujer,36.0,3,0.0,2.0,0,0,invalid_value,0,0,2,DIAMOND,255,2024-08-03,2024,8,3,Sábado,215
15701164.0,Onyeorulu,506,Francia,Mujer,34.0,4,90307.62,1.0,1,1,159235.29,0,0,4,SILVER,511,2024-08-03,2024,8,3,Sábado,215
15738751.0,Beit,493,Francia,Mujer,46.0,4,0.0,2.0,1,0,1907.66,0,0,1,SILVER,498,2024-08-03,2024,8,3,Sábado,215
15805254.0,Ndukaku,652,España,Mujer,75.0,10,0.0,2.0,1,1,114675.75,0,0,5,DIAMOND,651,2024-08-03,2024,8,3,Sábado,215
15762418.0,Gant,750,España,Hombre,22.0,3,121681.82,1.0,1,0,128643.35,1,1,2,,852,2024-08-03,2024,8,3,Sábado,215
15625759.0,Rowley,729,Francia,Hombre,30.0,9,0.0,2.0,1,0,151869.35,invalid_value,0,1,DIAMOND,807,2024-08-03,2024,8,3,Sábado,215
15622897.0,Sharpe,646,Francia,Mujer,46.0,4,0.0,3.0,1,0,invalid_value,1,1,3,PLATINUM,470,2024-08-03,2024,8,3,Sábado,215
15767954.0,Osborne,635,Alemania,Mujer,28.0,3,81623.67,2.0,1,1,156791.36,0,0,1,DIAMOND,659,2024-08-03,2024,8,3,Sábado,215
15757535.0,Heap,647,España,Mujer,44.0,5,0.0,3.0,1,1,174205.22,1,1,3,DIAMOND,752,2024-08-03,2024,8,3,Sábado,215
15731511.0,Ritchie,808,Francia,,45.0,7,118626.55,2.0,1,0,147132.46,0,0,1,SILVER,559,2024-08-03,2024,8,3,Sábado,215
15809248.0,Cole,524,Francia,Mujer,36.0,10,0.0,2.0,1,0,109614.57,0,0,2,GOLD,375,2024-08-03,2024,8,3,Sábado,215
15640635.0,Capon,769,Francia,Hombre,29.0,8,0.0,2.0,1,1,172290.61,0,0,2,DIAMOND,411,2024-08-04,2024,8,4,Domingo,216
15676966.0,Capon,730,España,Hombre,42.0,4,0.0,2.0,0,1,85982.47,0,0,4,DIAMOND,722,2024-08-04,2024,8,4,Domingo,216
15699461.0,Fiorentini,515,España,Hombre,35.0,10,176273.95,1.0,0,1,121277.78,0,0,1,GOLD,231,2024-08-04,2024,8,4,Domingo,216
15738721.0,Graham,773,España,Hombre,41.0,9,102827.44,1.0,0,1,64595.25,0,0,5,DIAMOND,488,2024-08-04,2024,8,4,Domingo,216
15693683.0,Yuille,814,Alemania,Hombre,29.0,8,97086.4,2.0,1,1,197276.13,0,0,2,GOLD,965,2024-08-04,2024,8,4,Domingo,216
15604348.0,Allard,710,España,Hombre,22.0,8,0.0,2.0,0,0,99645.04,0,0,4,SILVER,289,2024-08-04,2024,8,4,Domingo,216
15633059.0,Fanucci,413,Francia,Hombre,34.0,9,0.0,2.0,0,0,6534.18,0,0,1,PLATINUM,449,2024-08-04,2024,8,4,Domingo,216
15808582.0,Fu,665,Francia,Mujer,40.0,6,0.0,1.0,1,1,161848.03,0,0,2,SILVER,651,2024-08-04,2024,8,4,Domingo,216
15743192.0,Hung,623,Francia,Mujer,44.0,6,0.0,2.0,0,0,167162.43,0,0,2,DIAMOND,520,2024-08-04,2024,8,4,Domingo,216
15580146.0,Hung,738,Francia,Hombre,31.0,9,82674.15,1.0,1,0,41970.72,0,0,4,DIAMOND,234,2024-08-04,2024,8,4,Domingo,216
15776605.0,Bradley,528,España,Hombre,36.0,7,0.0,2.0,1,0,60536.56,0,0,5,SILVER,458,2024-08-04,2024,8,4,Domingo,216
15804919.0,Dunbabin,670,España,Mujer,65.0,1,0.0,1.0,1,1,177655.68,1,1,2,GOLD,,2024-08-04,2024,8,4,Domingo,216
15613854.0,Mauldon,622,España,Mujer,46.0,4,107073.27,2.0,1,1,30984.59,1,1,3,GOLD,299,2024-08-04,2024,8,4,Domingo,216
15599195.0,Stiger,582,Alemania,Hombre,32.0,1,88938.62,1.0,1,1,10054.53,0,0,4,GOLD,838,2024-08-04,2024,8,4,Domingo,216
15812878.0,Parsons,785,Alemania,Mujer,36.0,2,99806.85,1.0,0,1,36976.52,0,0,5,PLATINUM,786,2024-08-04,2024,8,4,Domingo,216
15602312.0,Walkom,605,España,Hombre,33.0,5,150092.8,1.0,0,0,71862.79,0,0,3,DIAMOND,509,2024-08-04,2024,8,4,Domingo,216
15744689.0,T'ang,479,Alemania,Hombre,35.0,9,92833.89,1.0,1,0,99449.86,1,1,3,DIAMOND,328,2024-08-04,2024,8,4,Domingo,216
15803526.0,Eremenko,685,Alemania,Hombre,30.0,3,90536.81,1.0,0,1,,0,0,4,SILVER,347,2024-08-04,2024,8,4,Domingo,216
15665790.0,Rowntree,538,Alemania,Hombre,39.0,7,108055.1,2.0,1,0,invalid_value,0,0,5,SILVER,534,2024-08-04,2024,8,4,Domingo,216
15715951.0,Thorpe,562,Francia,Hombre,42.0,2,100238.35,1.0,0,0,86797.41,0,0,invalid_value,PLATINUM,709,2024-08-04,2024,8,4,Domingo,216
15591100.0,Chiemela,675,España,Hombre,36.0,9,106190.55,1.0,0,1,22994.32,0,0,4,SILVER,749,2024-08-04,2024,8,4,Domingo,216
15609618.0,Fanucci,721,Alemania,invalid_value,28.0,9,154475.54,2.0,0,1,101300.94,1,1,5,PLATINUM,541,2024-08-04,2024,8,4,Domingo,216
15675522.0,Ko,628,Alemania,Mujer,30.0,9,132351.29,2.0,1,1,74169.13,0,0,2,GOLD,736,2024-08-04,2024,8,4,Domingo,216
15705512.0,Welch,668,Alemania,Mujer,37.0,6,167864.4,1.0,1,invalid_value,115638.29,0,0,4,SILVER,529,2024-08-04,2024,8,4,Domingo,216
15698028.0,Duncan,506,Francia,Mujer,41.0,1,0.0,2.0,1,0,31766.3,0,0,4,GOLD,594,2024-08-04,2024,8,4,Domingo,216
15661670.0,Chidozie,524,Alemania,Mujer,invalid_value,8,107818.63,1.0,1,0,199725.39,1,1,1,SILVER,462,2024-08-04,2024,8,4,Domingo,216
15600781.0,Wu,699,Alemania,Hombre,34.0,4,185173.81,2.0,1,0,120834.48,0,0,3,PLATINUM,429,2024-08-04,2024,8,4,Domingo,216
15682472.0,Culbreth,828,Francia,Hombre,34.0,8,129433.34,2.0,0,0,38131.77,0,0,4,SILVER,370,2024-08-04,2024,8,4,Domingo,216
15580203.0,Kennedy,674,España,Hombre,39.0,6,120193.42,1.0,0,0,100130.95,0,0,1,PLATINUM,510,2024-08-04,2024,8,4,Domingo,216
15690673.0,Cameron,656,Francia,Mujer,39.0,6,0.0,2.0,1,0,141069.88,0,0,4,DIAMOND,638,2024-08-04,2024,8,4,Domingo,216
15760085.0,Calabresi,684,Alemania,Mujer,48.0,10,126384.42,1.0,1,1,198129.36,0,0,1,GOLD,462,2024-08-04,2024,8,4,Domingo,216
,Zetticci,625,Francia,Mujer,28.0,3,0.0,1.0,0,0,183646.41,0,0,4,GOLD,718,2024-08-05,2024,8,5,Lunes,217
15627360.0,Fuller,432,Francia,Hombre,42.0,9,152603.45,1.0,1,0,110265.24,1,1,3,DIAMOND,437,2024-08-05,2024,8,5,Lunes,217
15671137.0,MacDonald,549,Francia,Mujer,52.0,1,0.0,1.0,0,1,8636.05,1,1,4,DIAMOND,485,2024-08-05,2024,8,5,Lunes,217
15782688.0,Piccio,625,Alemania,Hombre,56.0,0,148507.24,1.0,1,0,46824.08,1,1,3,PLATINUM,410,2024-08-05,2024,8,5,Lunes,217
15575492.0,Kennedy,828,Francia,invalid_value,41.0,7,0.0,2.0,1,0,171378.77,0,0,2,PLATINUM,666,2024-08-05,2024,8,5,Lunes,217
15591607.0,Fernie,,Francia,Hombre,24.0,9,101827.07,1.0,1,0,167256.35,0,0,4,GOLD,730,2024-08-05,2024,8,5,Lunes,217
15740404.0,He,758,Francia,Mujer,34.0,3,0.0,2.0,1,1,124226.16,,0,2,PLATINUM,375,2024-08-05,2024,8,5,Lunes,217
15718369.0,Kaodilinakachukwu,795,Alemania,Mujer,33.0,9,130862.43,invalid_value,1,invalid_value,114935.21,0,0,5,GOLD,411,2024-08-05,2024,8,5,Lunes,217
15677871.0,Cocci,687,Francia,Hombre,38.0,9,122570.87,1.0,1,1,35608.88,0,0,4,DIAMOND,595,2024-08-05,2024,8,5,Lunes,217
15642004.0,Alekseeva,686,Francia,Hombre,25.0,1,0.0,2.0,0,1,16459.37,0,0,1,DIAMOND,578,2024-08-05,2024,8,5,Lunes,217
15712543.0,Chinweike,789,Alemania,Hombre,39.0,7,124828.46,2.0,1,1,124411.08,0,0,2,PLATINUM,377,2024-08-05,2024,8,5,Lunes,217
15584518.0,Arthur,589,Alemania,Mujer,50.0,5,144895.05,,1,1,34941.23,0,0,2,GOLD,831,2024-08-05,2024,8,5,Lunes,217
invalid_value,Li,461,Alemania,Mujer,34.0,5,63663.93,1.0,0,1,167784.28,0,0,1,SILVER,497,2024-08-05,2024,8,5,Lunes,217
15610156.0,Ma,637,Francia,Hombre,40.0,2,133463.1,1.0,0,1,93165.34,0,0,,PLATINUM,374,2024-08-05,2024,8,5,Lunes,217
15594408.0,Chia,584,España,Mujer,48.0,2,213146.2,1.0,1,0,75161.25,1,0,4,DIAMOND,814,2024-08-05,2024,8,5,Lunes,217
15640905.0,Vasin,579,España,Mujer,35.0,1,129490.36,2.0,0,1,8590.83,1,1,4,GOLD,247,2024-08-05,2024,8,5,Lunes,217
15698932.0,Groves,756,Alemania,Hombre,44.0,10,137452.09,1.0,1,0,189543.9,0,0,5,PLATINUM,965,2024-08-05,2024,8,5,Lunes,217
15724944.0,Tien,663,Francia,Hombre,34.0,7,0.0,2.0,1,1,180427.24,0,0,3,SILVER,912,2024-08-05,2024,8,5,Lunes,217
15628145.0,Forwood,682,Francia,Mujer,43.0,5,125851.93,1.0,1,1,193318.33,0,0,4,GOLD,462,2024-08-05,2024,8,5,Lunes,217
15713483.0,Greeves,793,España,Hombre,52.0,2,0.0,1.0,1,0,159123.82,1,1,5,GOLD,883,2024-08-05,2024,8,5,Lunes,217
invalid_value,Taylor,691,Francia,Mujer,31.0,5,40915.55,1.0,1,0,126213.84,1,0,2,SILVER,402,2024-08-05,2024,8,5,Lunes,217
15800703.0,Madukwe,485,España,Mujer,21.0,5,113157.22,1.0,1,1,54141.5,0,0,4,GOLD,764,2024-08-05,2024,8,5,Lunes,217
15705707.0,Bennelong,635,España,Mujer,29.0,8,138296.94,2.0,1,0,141075.51,0,0,1,PLATINUM,608,2024-08-05,2024,8,5,Lunes,217
15754105.0,Olisanugo,650,Francia,Hombre,37.0,5,106967.18,1.0,0,0,24495.03,0,0,5,PLATINUM,652,2024-08-05,2024,8,5,Lunes,217
15703264.0,Chukwufumnanya,735,Francia,Hombre,44.0,9,120681.63,1.0,1,0,74836.34,0,0,2,SILVER,520,2024-08-05,2024,8,5,Lunes,217
15794413.0,Harris,416,Francia,Hombre,32.0,0,0.0,2.0,0,1,878.87,0,0,5,GOLD,884,2024-08-05,2024,8,5,Lunes,217
15650237.0,Morgan,754,España,Mujer,32.0,7,0.0,2.0,1,0,89520.75,0,0,1,SILVER,800,2024-08-05,2024,8,5,Lunes,217
15759618.0,Alexeeva,535,Francia,Mujer,48.0,9,0.0,1.0,1,0,149892.79,1,1,4,GOLD,697,2024-08-05,2024,8,5,Lunes,217
15811589.0,Metcalfe,716,España,Hombre,42.0,8,0.0,2.0,1,0,180800.42,0,0,2,SILVER,427,2024-08-05,2024,8,5,Lunes,217
15689044.0,Humphries,539,Francia,Hombre,37.0,2,127609.59,1.0,1,0,98646.22,0,0,1,DIAMOND,620,2024-08-05,2024,8,5,Lunes,217
15709368.0,Milne,614,Francia,Mujer,43.0,6,0.0,2.0,1,1,109041.53,0,0,1,PLATINUM,318,2024-08-05,2024,8,5,Lunes,217
15679145.0,Chou,706,España,Hombre,57.0,7,0.0,1.0,1,0,17941.16,1,1,1,GOLD,701,2024-08-06,2024,8,6,Martes,218
15655007.0,Li,758,Francia,Mujer,33.0,7,0.0,2.0,0,0,82996.47,0,0,4,PLATINUM,953,2024-08-06,2024,8,6,Martes,218
15623595.0,Clayton,586,España,Mujer,28.0,2,0.0,2.0,1,1,92067.35,0,0,5,PLATINUM,635,2024-08-06,2024,8,6,Martes,218
15589975.0,Maclean,646,Francia,Mujer,73.0,6,97259.25,1.0,0,1,104719.66,0,0,1,PLATINUM,250,2024-08-06,2024,8,6,Martes,218
15804017.0,Chigolum,631,Alemania,Mujer,33.0,4,123246.7,1.0,0,0,invalid_value,0,0,3,SILVER,662,2024-08-06,2024,8,6,Martes,218
15692132.0,Wilkinson,717,España,Mujer,22.0,6,invalid_value,1.0,0,1,84699.56,0,0,2,GOLD,666,2024-08-06,2024,8,6,Martes,218
15641122.0,Wei,684,Francia,Hombre,30.0,2,0.0,2.0,1,0,83473.82,0,0,4,DIAMOND,invalid_value,2024-08-06,2024,8,6,Martes,218
15630910.0,Treacy,800,Francia,Mujer,49.0,7,108007.36,1.0,0,0,47125.11,0,0,3,PLATINUM,855,2024-08-06,2024,8,6,Martes,218
15680772.0,Hu,721,España,Mujer,36.0,2,0.0,2.0,1,1,106977.8,0,0,5,SILVER,534,2024-08-06,2024,8,6,Martes,218
15658929.0,Taverner,683,España,Hombre,29.0,0,133702.89,1.0,1,0,55582.54,1,1,1,PLATINUM,388,2024-08-06,2024,8,6,Martes,218
15585388.0,Sherman,660,Alemania,Hombre,31.0,9,125189.75,2.0,1,1,139874.43,,0,5,,612,2024-08-06,2024,8,6,Martes,218
15724623.0,Taubman,704,Alemania,Mujer,24.0,7,,1.0,1,0,162503.48,1,1,2,PLATINUM,801,2024-08-06,2024,8,6,Martes,218
15588537.0,Robinson,615,España,Mujer,41.0,9,109013.23,1.0,1,0,196499.96,0,0,1,PLATINUM,561,2024-08-06,2024,8,6,Martes,218
15574692.0,Pinto,667,España,Mujer,39.0,2,0.0,2.0,1,0,40721.24,1,1,5,PLATINUM,308,2024-08-06,2024,8,6,Martes,218
,Wood,682,Alemania,Hombre,24.0,9,57929.81,2.0,0,0,53134.3,0,0,5,SILVER,643,2024-08-06,2024,8,6,Martes,218
15587562.0,Hawkins,484,Francia,Mujer,invalid_value,4,130114.39,1.0,1,0,164017.89,0,0,1,GOLD,249,2024-08-06,2024,8,6,Martes,218
